,RCHRG_DT,Subscriber_ID,RCHRG_DNM_TYP_VAL,FRST_RCHRG_TME,LST_RCHRG_TME,RCHRG_PP_CRD_CHNL,MIN_RCHRG_AMT,MAX_RCHRG_AMT,TOTAL_RCHRG_AMT,ACTL_RCHRG_AMT,TOTAL_NMBR_OF_RCHRG_CNT,UNIT_OF_MSR
1993,21-Jan-19,984,20,9:16:00,9:16:00,PHYSICAL,20,20,20,20,1,SAR
1994,31-Jan-19,673,20,10:00:32,10:00:32,PHYSICAL,20,20,20,20,1,SAR
1995,27-Jan-19,951,15,12:55:16,12:55:16,PHYSICAL,15.24,15.24,15.24,15,1,SAR
1996,15-Feb-19,753,20,2:39:28,2:39:28,PHYSICAL,20,20,20,20,1,SAR
1997,5-Feb-19,35,15,19:15:53,19:15:53,PHYSICAL,15.24,15.24,15.24,15,1,SAR
1998,22-Mar-19,316,20,6:45:53,6:45:53,PHYSICAL,20,20,20,20,1,SAR
1999,13-Feb-19,618,30,21:35:55,21:35:55,PHYSICAL,30,30,30,30,1,SAR
2000,6-Jan-19,983,20,11:07:06,23:41:27,PHYSICAL,20,20,40,40,2,SAR
2001,28-Jan-19,91,10,20:59:58,20:59:58,PHYSICAL,10,10,10,10,1,SAR
2002,10-Feb-19,676,20,0:29:40,0:29:40,PHYSICAL,20,20,20,20,1,SAR
2003,3-Mar-19,406,20,11:32:31,11:32:31,PHYSICAL,20,20,20,20,1,SAR
2004,3-Jan-19,850,0,16:19:44,16:19:44,PHYSICAL,0,0,0,0,1,SAR
2005,13-Feb-19,586,20,10:17:47,10:17:47,PHYSICAL,20,20,20,20,1,SAR
2006,9-Mar-19,586,15,13:47:57,13:47:57,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2007,28-Mar-19,867,0,1:04:33,1:04:33,PHYSICAL,0,0,0,0,1,SAR
2008,25-Jan-19,574,100,11:38:43,11:38:43,PHYSICAL,100,100,100,100,1,SAR
2009,25-Jan-19,216,100,0:43:26,0:43:26,PHYSICAL,100,100,100,100,1,SAR
2010,28-Jan-19,127,0,20:18:18,20:18:18,PHYSICAL,0,0,0,0,1,SAR
2011,3-Feb-19,573,100,10:09:53,10:09:53,PHYSICAL,100,100,100,100,1,SAR
2012,27-Jan-19,302,20,14:12:31,14:12:31,PHYSICAL,20,20,20,20,1,SAR
2013,26-Feb-19,984,20,9:04:59,9:04:59,PHYSICAL,20,20,20,20,1,SAR
2014,13-Feb-19,583,15,22:40:06,22:40:06,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2015,6-Feb-19,34,20,10:53:55,10:53:55,PHYSICAL,20,20,20,20,1,SAR
2016,27-Jan-19,573,100,16:18:47,16:18:47,PHYSICAL,100,100,100,100,1,SAR
2017,1-Apr-19,209,15,0:18:32,0:18:32,PHYSICAL,15,15,15,15,1,SAR
2018,27-Jan-19,600,0,10:56:15,10:56:15,PHYSICAL,0,0,0,0,1,SAR
2019,5-Jan-19,634,50,2:28:59,2:28:59,PHYSICAL,50,50,50,50,1,SAR
2020,18-Mar-19,586,15,9:30:19,9:30:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2021,13-Feb-19,659,25,14:25:14,14:25:14,ELECTRONIC,25,25,25,25,1,SAR
2022,20-Jan-19,132,25,20:49:08,20:49:08,ELECTRONIC,25,25,25,25,1,SAR
2023,27-Jan-19,229,15,6:29:58,6:29:58,PHYSICAL,15,15,15,15,1,SAR
2024,15-Mar-19,779,15,18:40:49,18:40:49,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2025,13-Feb-19,642,20,11:10:06,11:11:19,PHYSICAL,20,20,40,40,2,SAR
2026,21-Mar-19,596,15,10:58:22,10:58:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2027,26-Feb-19,523,50,9:24:26,9:24:26,PHYSICAL,50,50,50,50,1,SAR
2028,30-Jan-19,686,20,14:07:01,14:07:01,PHYSICAL,20,20,20,20,1,SAR
2029,24-Jan-19,347,20,22:40:59,22:40:59,PHYSICAL,20,20,20,20,1,SAR
2030,12-Feb-19,271,100,17:04:39,17:04:39,PHYSICAL,100,100,100,100,1,SAR
2031,12-Feb-19,984,20,13:41:09,13:41:09,PHYSICAL,20,20,20,20,1,SAR
2032,31-Jan-19,159,0,13:42:08,13:42:08,PHYSICAL,8,8,8,0,1,SAR
2033,6-Feb-19,113,50,22:49:05,22:49:05,PHYSICAL,50,50,50,50,1,SAR
2034,10-Mar-19,951,15,12:00:16,12:00:16,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2035,15-Mar-19,441,0,1:54:39,1:54:39,PHYSICAL,0,0,0,0,1,SAR
2036,23-Feb-19,581,15,16:36:37,16:36:37,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2037,31-Jan-19,633,0,20:31:07,20:31:07,PHYSICAL,3.25,3.25,3.25,0,1,SAR
2038,18-Jan-19,319,30,15:08:02,15:08:02,PHYSICAL,30,30,30,30,1,SAR
2039,17-Feb-19,983,20,9:05:25,9:05:25,PHYSICAL,20,20,20,20,1,SAR
2040,10-Jan-19,593,0,22:31:36,22:31:36,PHYSICAL,0,0,0,0,1,SAR
2041,29-Jan-19,754,15,0:41:34,0:41:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2042,3-Mar-19,809,30,18:56:10,18:56:10,PHYSICAL,30,30,30,30,1,SAR
2043,10-Mar-19,96,15,11:19:55,11:19:55,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2044,27-Jan-19,522,50,22:47:02,22:47:02,PHYSICAL,50,50,50,50,1,SAR
2045,15-Jan-19,241,20,12:46:12,12:46:12,PHYSICAL,20,20,20,20,1,SAR
2046,1-Feb-19,951,15,16:06:22,16:06:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2047,21-Jan-19,684,25,17:24:20,17:24:20,PHYSICAL,25,25,25,25,1,SAR
2048,1-Jan-19,526,20,21:41:34,21:41:34,PHYSICAL,20,20,20,20,1,SAR
2049,31-Jan-19,121,15,14:45:30,14:45:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2050,5-Mar-19,658,20,23:38:26,23:38:26,PHYSICAL,20,20,20,20,1,SAR
2051,14-Feb-19,901,15,15:27:53,15:27:53,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2052,14-Jan-19,5,100,21:43:52,21:43:52,PHYSICAL,100,100,100,100,1,SAR
2053,8-Jan-19,367,0,21:56:21,21:56:21,PHYSICAL,0,0,0,0,1,SAR
2054,24-Mar-19,775,50,10:08:28,10:08:28,PHYSICAL,50,50,50,50,1,SAR
2055,17-Jan-19,701,50,13:56:45,13:56:45,PHYSICAL,50,50,50,50,1,SAR
2056,19-Mar-19,66,0,13:14:40,13:14:40,PHYSICAL,8,8,8,0,1,SAR
2057,7-Mar-19,563,0,17:43:34,17:43:34,PHYSICAL,3.25,3.25,3.25,0,1,SAR
2058,5-Jan-19,209,30,15:27:40,15:27:40,PHYSICAL,30,30,30,30,1,SAR
2059,6-Feb-19,523,20,0:52:30,0:52:30,PHYSICAL,20,20,20,20,1,SAR
2060,2-Feb-19,677,0,22:55:49,22:55:49,PHYSICAL,0,0,0,0,1,SAR
2061,12-Feb-19,925,20,8:09:00,8:09:00,PHYSICAL,20,20,20,20,1,SAR
2062,6-Feb-19,424,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
2063,27-Feb-19,128,15,10:12:59,10:12:59,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2064,22-Jan-19,523,50,10:23:35,10:23:35,PHYSICAL,50,50,50,50,1,SAR
2065,5-Mar-19,782,15,23:01:53,23:01:53,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2066,10-Mar-19,373,15,18:33:28,18:33:28,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2067,2-Feb-19,658,20,23:19:49,23:19:49,PHYSICAL,20,20,20,20,1,SAR
2068,14-Jan-19,522,50,8:47:20,8:47:20,PHYSICAL,50,50,50,50,1,SAR
2069,16-Mar-19,983,20,17:20:12,17:20:12,PHYSICAL,20,20,20,20,1,SAR
2070,24-Jan-19,171,0,12:52:28,12:52:28,PHYSICAL,0,0,0,0,1,SAR
2071,27-Feb-19,515,50,0:52:38,0:52:38,PHYSICAL,50,50,50,50,1,SAR
2072,30-Jan-19,268,15,19:21:48,19:21:48,PHYSICAL,15,15,15,15,1,SAR
2073,7-Feb-19,120,15,17:38:05,17:38:05,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2074,12-Mar-19,682,0,13:09:16,13:09:16,PHYSICAL,5.5,5.5,5.5,0,1,SAR
2075,26-Mar-19,566,20,18:24:43,18:24:43,PHYSICAL,20,20,20,20,1,SAR
2076,18-Jan-19,56,20,16:24:20,16:24:20,PHYSICAL,20,20,20,20,1,SAR
2077,21-Jan-19,753,15,4:17:36,4:17:36,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2078,9-Jan-19,929,100,5:04:49,5:04:49,PHYSICAL,100,100,100,100,1,SAR
2079,23-Feb-19,328,15,17:06:58,17:06:58,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2080,8-Feb-19,178,0,0:19:47,0:19:47,PHYSICAL,0,0,0,0,1,SAR
2081,6-Feb-19,753,100,15:15:53,15:15:53,PHYSICAL,100,100,100,100,1,SAR
2082,18-Feb-19,442,20,23:57:54,23:57:54,PHYSICAL,20,20,20,20,1,SAR
2083,23-Feb-19,753,15,9:42:45,23:22:57,PHYSICAL,15.24,15.24,45.72,45,3,SAR
2084,31-Jan-19,56,15,22:09:04,22:09:04,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2085,7-Feb-19,392,0,20:43:57,20:43:57,PHYSICAL,0,0,0,0,1,SAR
2086,26-Feb-19,86,0,11:16:36,11:16:36,PHYSICAL,8,8,8,0,1,SAR
2087,15-Jan-19,975,100,10:17:49,10:17:49,PHYSICAL,100,100,100,100,1,SAR
2088,9-Feb-19,522,50,20:57:38,20:57:38,PHYSICAL,50,50,50,50,1,SAR
2089,22-Jan-19,985,0,9:55:15,9:55:15,PHYSICAL,0,0,0,0,1,SAR
2090,10-Feb-19,628,20,11:31:38,11:31:38,PHYSICAL,20,20,20,20,1,SAR
2091,8-Jan-19,326,15,0:03:07,0:03:07,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2092,24-Feb-19,372,15,7:42:31,7:42:31,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2093,11-Feb-19,565,20,20:03:15,20:03:15,PHYSICAL,20,20,20,20,1,SAR
2094,31-Jan-19,49,100,22:53:21,22:53:21,PHYSICAL,100,100,100,100,1,SAR
2095,2-Mar-19,442,100,23:42:30,23:42:30,PHYSICAL,100,100,100,100,1,SAR
2096,10-Mar-19,524,50,14:12:17,14:12:17,PHYSICAL,50,50,50,50,1,SAR
2097,26-Mar-19,315,15,16:46:55,16:46:55,PHYSICAL,15,15,15,15,1,SAR
2098,28-Jan-19,391,50,20:17:13,20:17:13,PHYSICAL,50,50,50,50,1,SAR
2099,29-Jan-19,574,100,10:43:11,10:43:11,PHYSICAL,100,100,100,100,1,SAR
2100,6-Feb-19,316,15,15:05:17,15:05:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2101,31-Jan-19,376,20,19:40:19,19:40:19,PHYSICAL,20,20,20,20,1,SAR
2102,11-Feb-19,524,50,11:07:13,11:07:13,PHYSICAL,50,50,50,50,1,SAR
2103,28-Jan-19,906,15,19:41:52,19:41:52,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2104,24-Feb-19,710,100,21:53:02,21:53:02,PHYSICAL,100,100,100,100,1,SAR
2105,10-Feb-19,472,20,12:55:39,12:55:39,PHYSICAL,20,20,20,20,1,SAR
2106,17-Feb-19,782,15,17:21:51,17:21:51,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2107,15-Feb-19,635,50,0:15:58,0:15:58,PHYSICAL,50,50,50,50,1,SAR
2108,18-Feb-19,43,15,21:26:46,21:26:46,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2109,30-Jan-19,775,15,2:13:54,2:13:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2110,9-Mar-19,579,15,19:09:57,19:09:57,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2111,9-Feb-19,364,15,21:39:29,21:39:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2112,24-Jan-19,854,15,11:41:37,11:41:37,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2113,7-Jan-19,112,20,23:36:47,23:36:47,PHYSICAL,20,20,20,20,1,SAR
2114,6-Feb-19,767,20,23:08:20,23:08:20,PHYSICAL,20,20,20,20,1,SAR
2115,17-Feb-19,887,15,9:58:55,20:47:43,PHYSICAL,15.24,15.24,30.48,30,2,SAR
2116,22-Mar-19,684,20,22:26:42,22:26:42,PHYSICAL,20,20,20,20,1,SAR
2117,30-Jan-19,601,15,15:53:09,15:53:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2118,3-Mar-19,381,15,20:54:38,20:54:38,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2119,27-Jan-19,141,15,15:00:17,15:00:17,PHYSICAL,15,15,15,15,1,SAR
2120,9-Mar-19,179,0,12:25:24,12:25:24,PHYSICAL,0,0,0,0,1,SAR
2121,2-Mar-19,753,15,7:21:09,21:24:55,PHYSICAL,15.24,15.24,30.48,30,2,SAR
2122,31-Jan-19,183,15,2:08:29,2:08:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2123,10-Mar-19,380,15,14:01:34,14:01:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2124,29-Mar-19,803,100,14:35:17,14:35:17,PHYSICAL,100,100,100,100,1,SAR
2125,30-Mar-19,579,20,15:18:35,15:18:35,PHYSICAL,20,20,20,20,1,SAR
2126,10-Jan-19,251,50,1:45:36,1:45:36,PHYSICAL,50,50,50,50,1,SAR
2127,13-Feb-19,565,15,17:40:10,17:40:10,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2128,28-Feb-19,56,20,20:47:36,20:47:36,PHYSICAL,20,20,20,20,1,SAR
2129,19-Jan-19,862,15,10:51:43,10:51:43,PHYSICAL,15,15,15,15,1,SAR
2130,11-Mar-19,522,50,22:03:12,22:03:12,PHYSICAL,50,50,50,50,1,SAR
2131,31-Mar-19,866,50,23:29:16,23:29:16,PHYSICAL,50,50,50,50,1,SAR
2132,26-Jan-19,472,15,20:05:47,20:05:47,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2133,26-Mar-19,524,50,11:25:04,11:25:04,PHYSICAL,50,50,50,50,1,SAR
2134,9-Mar-19,711,20,15:40:31,15:40:31,PHYSICAL,20,20,20,20,1,SAR
2135,25-Jan-19,363,20,13:40:28,13:40:28,PHYSICAL,20,20,20,20,1,SAR
2136,7-Feb-19,473,20,2:14:29,2:14:29,PHYSICAL,20,20,20,20,1,SAR
2137,27-Feb-19,909,50,15:10:34,15:10:34,PHYSICAL,50,50,50,50,1,SAR
2138,7-Feb-19,140,0,2:26:08,2:26:08,PHYSICAL,3.25,3.25,3.25,0,1,SAR
2139,5-Feb-19,856,100,19:17:04,19:17:04,PHYSICAL,100,100,100,100,1,SAR
2140,17-Mar-19,90,50,22:02:12,22:02:12,PHYSICAL,50,50,50,50,1,SAR
2141,4-Mar-19,755,20,17:46:21,17:46:21,PHYSICAL,20,20,20,20,1,SAR
2142,11-Mar-19,271,50,11:16:46,11:16:46,PHYSICAL,50,50,50,50,1,SAR
2143,12-Jan-19,753,15,4:02:08,4:02:08,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2144,18-Jan-19,588,10,22:12:04,22:12:04,PHYSICAL,11,11,11,10,1,SAR
2145,4-Feb-19,264,0,16:52:25,16:52:25,PHYSICAL,5.5,5.5,5.5,0,1,SAR
2146,10-Jan-19,729,25,17:33:51,17:33:51,ELECTRONIC,25,25,25,25,1,SAR
2147,18-Mar-19,196,20,10:22:58,10:22:58,PHYSICAL,20,20,20,20,1,SAR
2148,9-Jan-19,178,20,17:09:44,17:09:44,PHYSICAL,20,20,20,20,1,SAR
2149,10-Feb-19,584,20,23:12:31,23:12:31,PHYSICAL,20,20,20,20,1,SAR
2150,7-Jan-19,856,0,8:08:08,8:08:08,PHYSICAL,8,8,8,0,1,SAR
2151,16-Feb-19,218,15,17:52:41,17:52:41,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2152,30-Jan-19,938,15,3:03:17,3:03:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2153,6-Feb-19,37,20,12:18:26,12:18:26,PHYSICAL,20,20,20,20,1,SAR
2154,17-Jan-19,592,20,7:50:22,7:50:22,PHYSICAL,20,20,20,20,1,SAR
2155,19-Jan-19,633,25,16:52:50,16:52:50,PHYSICAL,25,25,25,25,1,SAR
2156,27-Jan-19,824,20,19:35:39,19:35:39,PHYSICAL,20,20,20,20,1,SAR
2157,14-Feb-19,306,100,17:38:25,17:38:25,PHYSICAL,100,100,100,100,1,SAR
2158,5-Jan-19,354,30,4:59:01,4:59:01,PHYSICAL,30,30,30,30,1,SAR
2159,14-Jan-19,810,15,8:53:34,8:53:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2160,17-Jan-19,772,20,17:28:04,17:28:04,PHYSICAL,20,20,20,20,1,SAR
2161,29-Jan-19,316,15,19:08:58,19:08:58,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2162,25-Jan-19,400,-99999,0:07:03,0:07:03,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
2163,21-Jan-19,945,20,20:34:05,20:34:05,PHYSICAL,20,20,20,20,1,SAR
2164,13-Mar-19,583,20,18:24:58,18:24:58,PHYSICAL,20,20,20,20,1,SAR
2165,22-Feb-19,351,0,17:47:06,17:47:06,PHYSICAL,0,0,0,0,1,SAR
2166,8-Feb-19,283,15,22:35:15,22:35:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2167,9-Mar-19,809,15,16:25:25,16:25:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2168,26-Jan-19,574,100,15:08:42,21:22:18,PHYSICAL,100,100,200,200,2,SAR
2169,25-Feb-19,566,20,11:59:33,19:02:45,PHYSICAL,20,20,40,40,2,SAR
2170,3-Mar-19,135,15,7:25:36,7:25:36,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2171,27-Feb-19,887,0,3:31:45,3:31:45,PHYSICAL,0,0,0,0,1,SAR
2172,6-Jan-19,989,100,16:43:22,16:44:44,PHYSICAL,100,100,200,200,2,SAR
2173,20-Jan-19,407,0,22:24:55,22:24:55,PHYSICAL,5.5,5.5,5.5,0,1,SAR
2174,17-Jan-19,558,50,9:41:02,9:41:02,PHYSICAL,50,50,50,50,1,SAR
2175,11-Jan-19,269,15,16:48:09,16:48:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2176,14-Jan-19,703,20,6:07:23,6:07:23,PHYSICAL,20,20,20,20,1,SAR
2177,14-Mar-19,754,0,15:23:31,15:23:31,PHYSICAL,0,0,0,0,1,SAR
2178,22-Jan-19,728,15,7:13:55,7:13:55,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2179,21-Feb-19,897,15,11:29:54,11:29:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2180,19-Mar-19,592,20,9:01:00,9:01:00,PHYSICAL,20,20,20,20,1,SAR
2181,14-Jan-19,952,15,13:23:23,13:23:23,PHYSICAL,15,15,15,15,1,SAR
2182,9-Jan-19,297,100,20:28:06,20:28:06,PHYSICAL,100,100,100,100,1,SAR
2183,14-Mar-19,154,20,9:50:50,9:50:50,PHYSICAL,20,20,20,20,1,SAR
2184,12-Mar-19,572,15,18:56:52,18:56:52,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2185,24-Jan-19,754,-99999,2:44:24,2:44:24,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
2186,13-Feb-19,807,15,9:22:01,9:22:01,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2187,12-Mar-19,754,15,0:36:15,20:07:33,PHYSICAL,15.24,15.24,30.48,30,2,SAR
2188,10-Jan-19,750,100,15:48:02,15:48:02,PHYSICAL,100,100,100,100,1,SAR
2189,6-Feb-19,709,30,17:32:54,17:32:54,PHYSICAL,30,30,30,30,1,SAR
2190,3-Mar-19,56,20,17:16:40,17:16:40,PHYSICAL,20,20,20,20,1,SAR
2191,8-Feb-19,755,15,20:08:30,20:08:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2192,19-Jan-19,304,50,16:53:42,16:53:42,PHYSICAL,50,50,50,50,1,SAR
2193,2-Jan-19,552,50,19:07:26,19:07:26,PHYSICAL,50,50,50,50,1,SAR
2194,10-Mar-19,396,0,3:32:09,3:32:09,PHYSICAL,0,0,0,0,1,SAR
2195,9-Feb-19,619,50,0:09:03,0:09:03,PHYSICAL,50,50,50,50,1,SAR
2196,2-Jan-19,753,15,18:24:31,18:24:31,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2197,22-Feb-19,581,15,3:27:30,9:49:26,PHYSICAL,15.24,15.24,30.48,30,2,SAR
2198,10-Feb-19,778,15,13:15:05,13:15:05,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2199,25-Jan-19,241,20,9:05:18,9:05:18,PHYSICAL,20,20,20,20,1,SAR
2200,17-Feb-19,339,15,17:01:45,17:01:45,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2201,12-Mar-19,733,30,22:30:53,22:30:53,PHYSICAL,30,30,30,30,1,SAR
2202,21-Mar-19,378,20,17:53:49,17:53:49,PHYSICAL,20,20,20,20,1,SAR
2203,10-Jan-19,546,20,20:16:28,20:16:28,PHYSICAL,20,20,20,20,1,SAR
2204,20-Mar-19,134,0,3:32:02,3:32:02,PHYSICAL,0,0,0,0,1,SAR
2205,8-Feb-19,114,20,15:57:21,15:57:21,PHYSICAL,20,20,20,20,1,SAR
2206,15-Jan-19,306,50,8:52:00,8:52:00,PHYSICAL,50,50,50,50,1,SAR
2207,22-Mar-19,37,20,19:06:30,19:06:30,PHYSICAL,20,20,20,20,1,SAR
2208,2-Feb-19,25,20,1:20:38,1:20:38,PHYSICAL,20,20,20,20,1,SAR
2209,13-Feb-19,109,15,13:57:14,13:57:14,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2210,21-Feb-19,928,15,12:32:27,12:32:27,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2211,11-Mar-19,152,20,14:29:01,14:29:01,PHYSICAL,20,20,20,20,1,SAR
2212,18-Feb-19,69,50,10:22:05,10:22:05,PHYSICAL,50,50,50,50,1,SAR
2213,26-Mar-19,394,15,6:05:10,6:05:10,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2214,16-Jan-19,271,15,13:36:34,13:36:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2215,20-Mar-19,765,15,20:07:50,20:07:50,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2216,12-Mar-19,169,15,13:14:23,13:14:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2217,13-Feb-19,574,50,20:12:42,20:12:42,PHYSICAL,50,50,50,50,1,SAR
2218,11-Jan-19,524,20,18:12:50,18:12:50,PHYSICAL,20,20,20,20,1,SAR
2219,24-Feb-19,580,15,8:49:40,8:49:40,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2220,17-Mar-19,583,15,22:52:56,22:52:56,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2221,13-Feb-19,547,0,14:12:56,14:12:56,PHYSICAL,0,0,0,0,1,SAR
2222,12-Feb-19,550,20,23:52:14,23:52:14,PHYSICAL,20,20,20,20,1,SAR
2223,25-Mar-19,196,20,16:26:12,16:26:12,PHYSICAL,20,20,20,20,1,SAR
2224,29-Jan-19,824,15,4:15:23,4:15:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2225,14-Feb-19,984,20,22:54:39,22:54:39,PHYSICAL,20,20,20,20,1,SAR
2226,20-Jan-19,66,50,21:51:13,21:51:13,PHYSICAL,50,50,50,50,1,SAR
2227,3-Feb-19,984,20,9:04:41,9:04:41,PHYSICAL,20,20,20,20,1,SAR
2228,30-Mar-19,516,0,23:59:23,23:59:23,PHYSICAL,3.25,3.25,3.25,0,1,SAR
2229,28-Feb-19,128,15,16:29:54,16:29:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2230,27-Feb-19,754,15,16:08:07,21:49:52,PHYSICAL,15.24,15.24,30.48,30,2,SAR
2231,19-Feb-19,584,15,8:58:30,8:58:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2232,2-Jan-19,193,20,22:32:19,22:32:19,PHYSICAL,20,20,20,20,1,SAR
2233,28-Jan-19,490,50,0:23:08,0:23:08,PHYSICAL,50,50,50,50,1,SAR
2234,1-Mar-19,137,50,11:03:47,11:03:47,PHYSICAL,50,50,50,50,1,SAR
2235,22-Mar-19,945,15,19:32:03,19:32:03,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2236,7-Mar-19,792,10,18:05:15,18:05:15,PHYSICAL,10,10,10,10,1,SAR
2237,18-Mar-19,473,30,22:34:35,22:34:35,PHYSICAL,30,30,30,30,1,SAR
2238,2-Feb-19,526,100,2:37:04,2:37:04,PHYSICAL,100,100,100,100,1,SAR
2239,9-Mar-19,526,30,22:12:33,22:12:33,PHYSICAL,30,30,30,30,1,SAR
2240,26-Feb-19,303,0,22:48:18,22:48:18,PHYSICAL,0,0,0,0,1,SAR
2241,17-Jan-19,499,0,3:55:34,3:55:34,PHYSICAL,8,8,8,0,1,SAR
2242,19-Feb-19,66,0,13:14:29,13:14:29,PHYSICAL,8,8,8,0,1,SAR
2243,19-Jan-19,754,15,16:18:09,16:18:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2244,13-Mar-19,490,50,18:20:06,18:20:06,PHYSICAL,50,50,50,50,1,SAR
2245,27-Jan-19,174,20,22:56:18,22:56:18,PHYSICAL,20,20,20,20,1,SAR
2246,26-Feb-19,781,15,21:14:58,21:14:58,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2247,28-Jan-19,816,50,7:18:24,7:18:24,PHYSICAL,50,50,50,50,1,SAR
2248,27-Jan-19,56,20,5:57:55,5:57:55,PHYSICAL,20,20,20,20,1,SAR
2249,10-Jan-19,395,50,1:01:28,1:01:28,PHYSICAL,50,50,50,50,1,SAR
2250,10-Mar-19,584,15,22:57:45,22:57:45,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2251,28-Mar-19,207,25,20:11:19,20:11:19,ELECTRONIC,25,25,25,25,1,SAR
2252,28-Feb-19,579,15,15:04:59,15:04:59,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2253,4-Mar-19,694,50,2:48:05,2:48:05,PHYSICAL,50,50,50,50,1,SAR
2254,30-Mar-19,678,50,21:00:31,21:00:31,PHYSICAL,50,50,50,50,1,SAR
2255,10-Mar-19,140,100,23:21:59,23:21:59,PHYSICAL,100,100,100,100,1,SAR
2256,30-Jan-19,806,25,16:25:32,16:25:32,ELECTRONIC,25,25,25,25,1,SAR
2257,3-Mar-19,817,0,3:32:51,3:32:51,PHYSICAL,0,0,0,0,1,SAR
2258,19-Mar-19,967,20,22:35:07,22:35:07,PHYSICAL,20,20,20,20,1,SAR
2259,7-Mar-19,712,15,1:39:18,1:39:18,PHYSICAL,15.24,15.24,15.24,15,1,SAR
2260,10-Feb-19,941,30,6:13:57,6:13:57,PHYSICAL,30,30,30,30,1,SAR
2261,21-Feb-19,476,0,11:13:57,11:13:57,PHYSICAL,0,0,0,0,1,SAR
2262,20-Jan-19,983,20,22:50:05,22:50:05,PHYSICAL,20,20,20,20,1,SAR
2263,6-Feb-19,572,16,20:20:12,20:20:12,PHYSICAL,19.5,19.5,19.5,16,1,SAR
